manufacturer,product_key,product_name,cheaper_mall,cheaper_price
해태제과,H000,해태과자000,G마켓,851
해태제과,H000,해태과자000,SSG,872
해태제과,H000,해태과자000,네이버쇼핑,873
해태제과,H001,해태과자001,G마켓,870
해태제과,H001,해태과자001,컬리,890
해태제과,H002,해태과자002,네이버쇼핑,888
해태제과,H002,해태과자002,SSG,889
해태제과,H002,해태과자002,G마켓,905
해태제과,H003,해태과자003,G마켓,866
해태제과,H003,해태과자003,네이버쇼핑,869
해태제과,H004,해태과자004,G마켓,877
해태제과,H004,해태과자004,네이버쇼핑,892
해태제과,H004,해태과자004,SSG,915
해태제과,H004,해태과자004,컬리,916
해태제과,H005,해태과자005,네이버쇼핑,882
해태제과,H006,해태과자006,네이버쇼핑,881
해태제과,H006,해태과자006,G마켓,899
해태제과,H007,해태과자007,네이버쇼핑,887
해태제과,H007,해태과자007,SSG,920
해태제과,H008,해태과자008,네이버쇼핑,917
해태제과,H009,해태과자009,네이버쇼핑,895
해태제과,H010,해태과자010,네이버쇼핑,917
해태제과,H011,해태과자011,G마켓,928
해태제과,H011,해태과자011,네이버쇼핑,932
해태제과,H013,해태과자013,G마켓,954
해태제과,H013,해태과자013,네이버쇼핑,985
해태제과,H013,해태과자013,컬리,988
해태제과,H018,해태과자018,G마켓,978
해태제과,H018,해태과자018,네이버쇼핑,992
해태제과,H019,해태과자019,G마켓,1002
해태제과,H019,해태과자019,SSG,1033
해태제과,H021,해태과자021,네이버쇼핑,983
해태제과,H023,해태과자023,SSG,1018
해태제과,H024,해태과자024,SSG,1023
해태제과,H027,해태과자027,네이버쇼핑,1041
해태제과,H029,해태과자029,네이버쇼핑,1045
해태제과,H031,해태과자031,SSG,1080
해태제과,H031,해태과자031,G마켓,1081
해태제과,H032,해태과자032,네이버쇼핑,1072
해태제과,H033,해태과자033,네이버쇼핑,1066
해태제과,H034,해태과자034,G마켓,1087
해태제과,H035,해태과자035,G마켓,1092
해태제과,H037,해태과자037,네이버쇼핑,1120
해태제과,H037,해태과자037,SSG,1126
해태제과,H038,해태과자038,네이버쇼핑,1097
해태제과,H038,해태과자038,SSG,1128
해태제과,H038,해태과자038,컬리,1154
해태제과,H038,해태과자038,G마켓,1157
해태제과,H039,해태과자039,네이버쇼핑,1124
해태제과,H039,해태과자039,G마켓,1156
해태제과,H040,해태과자040,G마켓,1127
해태제과,H040,해태과자040,네이버쇼핑,1129
해태제과,H041,해태과자041,G마켓,1138
해태제과,H041,해태과자041,네이버쇼핑,1152
해태제과,H041,해태과자041,SSG,1175
해태제과,H041,해태과자041,컬리,1177
해태제과,H042,해태과자042,네이버쇼핑,1135
해태제과,H043,해태과자043,네이버쇼핑,1133
해태제과,H043,해태과자043,G마켓,1154
해태제과,H044,해태과자044,네이버쇼핑,1149
해태제과,H044,해태과자044,SSG,1181
해태제과,H045,해태과자045,네이버쇼핑,1179
해태제과,H046,해태과자046,네이버쇼핑,1154
해태제과,H047,해태과자047,네이버쇼핑,1172
해태제과,H048,해태과자048,네이버쇼핑,1187
해태제과,H049,해태과자049,네이버쇼핑,831
