manufacturer,product_key,product_name,cheaper_mall,cheaper_price
농심,N001,농심과자001,네이버쇼핑,827
농심,N003,농심과자003,SSG,856
농심,N004,농심과자004,SSG,862
농심,N007,농심과자007,네이버쇼핑,878
농심,N009,농심과자009,네이버쇼핑,887
농심,N011,농심과자011,SSG,918
농심,N011,농심과자011,G마켓,920
농심,N012,농심과자012,네이버쇼핑,912
농심,N013,농심과자013,네이버쇼핑,906
농심,N014,농심과자014,G마켓,920
농심,N015,농심과자015,G마켓,934
농심,N017,농심과자017,네이버쇼핑,962
농심,N017,농심과자017,SSG,965
농심,N018,농심과자018,네이버쇼핑,938
농심,N018,농심과자018,SSG,966
농심,N018,농심과자018,컬리,992
농심,N018,농심과자018,G마켓,996
농심,N019,농심과자019,네이버쇼핑,963
농심,N019,농심과자019,G마켓,994
농심,N020,농심과자020,G마켓,963
농심,N020,농심과자020,네이버쇼핑,968
농심,N020,농심과자020,컬리,992
농심,N021,농심과자021,G마켓,970
농심,N021,농심과자021,네이버쇼핑,989
농심,N021,농심과자021,컬리,1008
농심,N021,농심과자021,SSG,1009
농심,N022,농심과자022,네이버쇼핑,981
농심,N023,농심과자023,네이버쇼핑,976
농심,N023,농심과자023,G마켓,993
농심,N024,농심과자024,네이버쇼핑,990
농심,N024,농심과자024,SSG,1019
농심,N025,농심과자025,네이버쇼핑,1019
농심,N026,농심과자026,네이버쇼핑,995
농심,N027,농심과자027,네이버쇼핑,1011
농심,N028,농심과자028,네이버쇼핑,1026
농심,N029,농심과자029,네이버쇼핑,1026
농심,N030,농심과자030,G마켓,1049
농심,N030,농심과자030,네이버쇼핑,1082
농심,N030,농심과자030,컬리,1082
농심,N035,농심과자035,G마켓,1072
농심,N035,농심과자035,네이버쇼핑,1089
농심,N036,농심과자036,G마켓,1097
농심,N036,농심과자036,SSG,1128
농심,N039,농심과자039,네이버쇼핑,1110
농심,N040,농심과자040,SSG,1116
농심,N041,농심과자041,SSG,1123
농심,N046,농심과자046,네이버쇼핑,1147
농심,N047,농심과자047,네이버쇼핑,1178
농심,N048,농심과자048,네이버쇼핑,1150
농심,N049,농심과자049,네이버쇼핑,802
롯데,L000,롯데과자000,G마켓,843
롯데,L000,롯데과자000,컬리,859
롯데,L001,롯데과자001,SSG,862
롯데,L001,롯데과자001,네이버쇼핑,862
롯데,L001,롯데과자001,G마켓,879
롯데,L002,롯데과자002,G마켓,837
롯데,L002,롯데과자002,네이버쇼핑,842
롯데,L002,롯데과자002,컬리,864
롯데,L003,롯데과자003,G마켓,846
롯데,L003,롯데과자003,네이버쇼핑,866
롯데,L003,롯데과자003,컬리,883
롯데,L003,롯데과자003,SSG,884
롯데,L004,롯데과자004,네이버쇼핑,856
롯데,L005,롯데과자005,네이버쇼핑,854
롯데,L005,롯데과자005,G마켓,868
롯데,L006,롯데과자006,네이버쇼핑,865
롯데,L006,롯데과자006,SSG,895
롯데,L007,롯데과자007,네이버쇼핑,892
롯데,L008,롯데과자008,네이버쇼핑,870
롯데,L010,롯데과자010,G마켓,898
롯데,L010,롯데과자010,네이버쇼핑,903
롯데,L012,롯데과자012,G마켓,923
롯데,L012,롯데과자012,컬리,956
롯데,L012,롯데과자012,네이버쇼핑,959
롯데,L017,롯데과자017,G마켓,950
롯데,L017,롯데과자017,네이버쇼핑,965
롯데,L018,롯데과자018,G마켓,972
롯데,L018,롯데과자018,SSG,1004
롯데,L020,롯데과자020,네이버쇼핑,962
롯데,L022,롯데과자022,SSG,989
롯데,L023,롯데과자023,SSG,996
롯데,L028,롯데과자028,네이버쇼핑,1019
롯데,L029,롯데과자029,네이버쇼핑,1052
롯데,L030,롯데과자030,G마켓,1051
롯데,L030,롯데과자030,SSG,1051
롯데,L031,롯데과자031,네이버쇼핑,1047
롯데,L032,롯데과자032,네이버쇼핑,1039
롯데,L033,롯데과자033,G마켓,1055
롯데,L034,롯데과자034,G마켓,1068
롯데,L036,롯데과자036,네이버쇼핑,1094
롯데,L036,롯데과자036,SSG,1097
롯데,L037,롯데과자037,네이버쇼핑,1072
롯데,L037,롯데과자037,SSG,1099
롯데,L037,롯데과자037,컬리,1124
롯데,L037,롯데과자037,G마켓,1130
롯데,L038,롯데과자038,네이버쇼핑,1096
롯데,L038,롯데과자038,G마켓,1128
롯데,L039,롯데과자039,네이버쇼핑,1123
롯데,L040,롯데과자040,G마켓,1107
롯데,L040,롯데과자040,네이버쇼핑,1124
롯데,L040,롯데과자040,SSG,1144
롯데,L040,롯데과자040,컬리,1144
롯데,L041,롯데과자041,네이버쇼핑,1115
롯데,L042,롯데과자042,네이버쇼핑,1109
롯데,L042,롯데과자042,G마켓,1125
롯데,L043,롯데과자043,네이버쇼핑,1122
롯데,L043,롯데과자043,SSG,1153
롯데,L044,롯데과자044,네이버쇼핑,1152
롯데,L045,롯데과자045,네이버쇼핑,1130
롯데,L046,롯데과자046,네이버쇼핑,1145
롯데,L047,롯데과자047,네이버쇼핑,1160
롯데,L048,롯데과자048,네이버쇼핑,1160
빙그레,B000,빙그레과자000,SSG,833
빙그레,B001,빙그레과자001,G마켓,847
빙그레,B002,빙그레과자002,네이버쇼핑,832
빙그레,B004,빙그레과자004,네이버쇼핑,849
빙그레,B006,빙그레과자006,SSG,877
빙그레,B007,빙그레과자007,SSG,881
빙그레,B010,빙그레과자010,SSG,899
빙그레,B010,빙그레과자010,네이버쇼핑,902
빙그레,B011,빙그레과자011,네이버쇼핑,886
빙그레,B011,빙그레과자011,G마켓,923
빙그레,B012,빙그레과자012,G마켓,920
빙그레,B014,빙그레과자014,SSG,937
빙그레,B014,빙그레과자014,G마켓,939
빙그레,B015,빙그레과자015,네이버쇼핑,933
빙그레,B016,빙그레과자016,네이버쇼핑,926
빙그레,B017,빙그레과자017,G마켓,942
빙그레,B018,빙그레과자018,G마켓,955
빙그레,B020,빙그레과자020,G마켓,976
빙그레,B020,빙그레과자020,SSG,993
빙그레,B020,빙그레과자020,네이버쇼핑,998
빙그레,B021,빙그레과자021,G마켓,989
빙그레,B021,빙그레과자021,컬리,1008
빙그레,B022,빙그레과자022,SSG,1006
빙그레,B022,빙그레과자022,네이버쇼핑,1009
빙그레,B022,빙그레과자022,G마켓,1025
빙그레,B023,빙그레과자023,G마켓,984
빙그레,B023,빙그레과자023,네이버쇼핑,990
빙그레,B023,빙그레과자023,컬리,1010
빙그레,B024,빙그레과자024,G마켓,995
빙그레,B024,빙그레과자024,네이버쇼핑,1012
빙그레,B024,빙그레과자024,SSG,1031
빙그레,B024,빙그레과자024,컬리,1031
빙그레,B025,빙그레과자025,네이버쇼핑,1002
빙그레,B026,빙그레과자026,네이버쇼핑,998
빙그레,B026,빙그레과자026,G마켓,1016
빙그레,B027,빙그레과자027,네이버쇼핑,1014
빙그레,B027,빙그레과자027,SSG,1042
빙그레,B028,빙그레과자028,네이버쇼핑,1039
빙그레,B029,빙그레과자029,네이버쇼핑,1016
빙그레,B030,빙그레과자030,네이버쇼핑,1038
빙그레,B031,빙그레과자031,G마켓,1044
빙그레,B031,빙그레과자031,네이버쇼핑,1052
빙그레,B033,빙그레과자033,G마켓,1069
빙그레,B033,빙그레과자033,컬리,1103
빙그레,B033,빙그레과자033,네이버쇼핑,1105
빙그레,B038,빙그레과자038,G마켓,1097
빙그레,B038,빙그레과자038,네이버쇼핑,1113
빙그레,B039,빙그레과자039,G마켓,1120
빙그레,B039,빙그레과자039,SSG,1150
빙그레,B041,빙그레과자041,네이버쇼핑,1110
빙그레,B043,빙그레과자043,SSG,1135
빙그레,B044,빙그레과자044,SSG,1143
빙그레,B049,빙그레과자049,네이버쇼핑,818
오리온,O000,오리온과자000,G마켓,827
오리온,O000,오리온과자000,네이버쇼핑,831
오리온,O002,오리온과자002,G마켓,850
오리온,O002,오리온과자002,컬리,883
오리온,O002,오리온과자002,네이버쇼핑,885
오리온,O007,오리온과자007,G마켓,878
오리온,O007,오리온과자007,네이버쇼핑,894
오리온,O008,오리온과자008,G마켓,899
오리온,O008,오리온과자008,SSG,930
오리온,O010,오리온과자010,네이버쇼핑,889
오리온,O012,오리온과자012,SSG,920
오리온,O013,오리온과자013,SSG,926
오리온,O018,오리온과자018,네이버쇼핑,951
오리온,O020,오리온과자020,SSG,981
오리온,O020,오리온과자020,G마켓,983
오리온,O021,오리온과자021,네이버쇼핑,974
오리온,O022,오리온과자022,네이버쇼핑,968
오리온,O023,오리온과자023,G마켓,984
오리온,O024,오리온과자024,G마켓,998
오리온,O026,오리온과자026,네이버쇼핑,1024
오리온,O026,오리온과자026,SSG,1028
오리온,O027,오리온과자027,네이버쇼핑,1002
오리온,O027,오리온과자027,SSG,1030
오리온,O027,오리온과자027,컬리,1053
오리온,O027,오리온과자027,G마켓,1058
오리온,O028,오리온과자028,네이버쇼핑,1024
오리온,O028,오리온과자028,G마켓,1055
오리온,O030,오리온과자030,G마켓,1036
오리온,O030,오리온과자030,네이버쇼핑,1052
오리온,O030,오리온과자030,컬리,1071
오리온,O030,오리온과자030,SSG,1073
오리온,O031,오리온과자031,네이버쇼핑,1043
오리온,O032,오리온과자032,네이버쇼핑,1039
오리온,O032,오리온과자032,G마켓,1057
오리온,O033,오리온과자033,네이버쇼핑,1054
오리온,O033,오리온과자033,SSG,1081
오리온,O034,오리온과자034,네이버쇼핑,1084
오리온,O035,오리온과자035,네이버쇼핑,1057
오리온,O037,오리온과자037,네이버쇼핑,1087
오리온,O038,오리온과자038,네이버쇼핑,1089
오리온,O044,오리온과자044,G마켓,1136
오리온,O044,오리온과자044,네이버쇼핑,1152
오리온,O045,오리온과자045,G마켓,1159
오리온,O045,오리온과자045,SSG,1189
오리온,O048,오리온과자048,네이버쇼핑,1173
오리온,O049,오리온과자049,네이버쇼핑,831
오리온,O049,오리온과자049,컬리,839
오리온,O049,오리온과자049,SSG,842
오리온,O049,오리온과자049,G마켓,865
해태제과,H000,해태과자000,G마켓,832
해태제과,H000,해태과자000,SSG,850
해태제과,H000,해태과자000,네이버쇼핑,857
해태제과,H001,해태과자001,G마켓,850
해태제과,H001,해태과자001,컬리,866
해태제과,H002,해태과자002,SSG,868
해태제과,H002,해태과자002,네이버쇼핑,868
해태제과,H002,해태과자002,G마켓,885
해태제과,H003,해태과자003,G마켓,844
해태제과,H003,해태과자003,네이버쇼핑,849
해태제과,H003,해태과자003,컬리,870
해태제과,H004,해태과자004,G마켓,854
해태제과,H004,해태과자004,네이버쇼핑,872
해태제과,H004,해태과자004,컬리,890
해태제과,H004,해태과자004,SSG,892
해태제과,H005,해태과자005,네이버쇼핑,861
해태제과,H006,해태과자006,네이버쇼핑,860
해태제과,H006,해태과자006,G마켓,875
해태제과,H007,해태과자007,네이버쇼핑,870
해태제과,H007,해태과자007,SSG,898
해태제과,H008,해태과자008,네이버쇼핑,900
해태제과,H009,해태과자009,네이버쇼핑,875
해태제과,H010,해태과자010,네이버쇼핑,899
해태제과,H011,해태과자011,G마켓,904
해태제과,H011,해태과자011,네이버쇼핑,910
해태제과,H013,해태과자013,G마켓,931
해태제과,H013,해태과자013,네이버쇼핑,964
해태제과,H013,해태과자013,컬리,964
해태제과,H018,해태과자018,G마켓,956
해태제과,H018,해태과자018,네이버쇼핑,972
해태제과,H019,해태과자019,G마켓,978
해태제과,H019,해태과자019,SSG,1008
해태제과,H021,해태과자021,네이버쇼핑,965
해태제과,H023,해태과자023,SSG,994
해태제과,H024,해태과자024,SSG,1001
해태제과,H029,해태과자029,네이버쇼핑,1026
해태제과,H031,해태과자031,SSG,1056
해태제과,H031,해태과자031,G마켓,1058
해태제과,H033,해태과자033,네이버쇼핑,1047
해태제과,H034,해태과자034,G마켓,1063
해태제과,H035,해태과자035,G마켓,1074
해태제과,H037,해태과자037,네이버쇼핑,1100
해태제과,H037,해태과자037,SSG,1105
해태제과,H038,해태과자038,네이버쇼핑,1079
해태제과,H038,해태과자038,SSG,1106
해태제과,H038,해태과자038,컬리,1131
해태제과,H038,해태과자038,G마켓,1136
해태제과,H039,해태과자039,네이버쇼핑,1102
해태제과,H039,해태과자039,G마켓,1134
해태제과,H040,해태과자040,G마켓,1102
해태제과,H040,해태과자040,네이버쇼핑,1109
해태제과,H040,해태과자040,컬리,1130
해태제과,H041,해태과자041,G마켓,1113
해태제과,H041,해태과자041,네이버쇼핑,1131
해태제과,H041,해태과자041,SSG,1149
해태제과,H041,해태과자041,컬리,1151
해태제과,H042,해태과자042,네이버쇼핑,1120
해태제과,H043,해태과자043,네이버쇼핑,1116
해태제과,H043,해태과자043,G마켓,1132
해태제과,H044,해태과자044,네이버쇼핑,1130
해태제과,H044,해태과자044,SSG,1157
해태제과,H045,해태과자045,네이버쇼핑,1158
해태제과,H046,해태과자046,네이버쇼핑,1136
해태제과,H047,해태과자047,네이버쇼핑,1150
해태제과,H048,해태과자048,네이버쇼핑,1166
해태제과,H049,해태과자049,네이버쇼핑,813
